date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:19:41	0/0	------	301	error ('Moved%20Permanently')	text/html	date:Fri,%2020%20May%202016%2005:49:51%20GMT	http://museopedrodeosma.org/en/?p=1321	/home/merunga/websites/museopedrodeosma/museopedrodeosma.org/en/indexb86d.html	(from http://museopedrodeosma.org/en/educacion/)
01:19:41	2278/2278	------	200	untouched ('')	application/json	date:Fri,%2020%20May%202016%2005:49:49%20GMT	http://museopedrodeosma.org/en/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fmuseopedrodeosma.org%2Fen%2Feducacion%2F	/home/merunga/websites/museopedrodeosma/museopedrodeosma.org/en/wp-json/oembed/1.0/embed2711.json	(from http://museopedrodeosma.org/en/educacion/)
01:19:41	156/156	------	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2020%20May%202016%2005:50:03%20GMT	http://museopedrodeosma.org/es/ckfinder/userfiles/files/inicial%20Post%20visita(1).pdf	/home/merunga/websites/museopedrodeosma/museopedrodeosma.org/es/ckfinder/userfiles/files/inicial%20Post%20visita(1).32.delayed	(from http://museopedrodeosma.org/en/recursos/)
01:19:41	2346/2346	------	200	untouched ('')	text/xml	date:Fri,%2020%20May%202016%2005:49:50%20GMT	http://museopedrodeosma.org/en/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fmuseopedrodeosma.org%2Fen%2Feducacion%2F&format=xml	/home/merunga/websites/museopedrodeosma/museopedrodeosma.org/en/wp-json/oembed/1.0/embedaa14	(from http://museopedrodeosma.org/en/educacion/)
01:19:41	0/0	------	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2020%20May%202016%2005:49:51%20GMT	http://museopedrodeosma.org/es/educacion/	/home/merunga/websites/museopedrodeosma/museopedrodeosma.org/es/educacion/index.html	(from http://museopedrodeosma.org/en/educacion/)
01:19:41	0/0	------	301	error ('Moved%20Permanently')	text/html	date:Fri,%2020%20May%202016%2005:49:52%20GMT	http://museopedrodeosma.org/en/?p=1325	/home/merunga/websites/museopedrodeosma/museopedrodeosma.org/en/indexda0c.html	(from http://museopedrodeosma.org/en/familias/)
01:19:41	2261/2261	------	200	untouched ('')	application/json	date:Fri,%2020%20May%202016%2005:49:52%20GMT	http://museopedrodeosma.org/en/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fmuseopedrodeosma.org%2Fen%2Ffamilias%2F	/home/merunga/websites/museopedrodeosma/museopedrodeosma.org/en/wp-json/oembed/1.0/embedd7af.json	(from http://museopedrodeosma.org/en/familias/)
01:19:41	39305/39305	------	404	error ('Not%20Found')	text/html	date:Fri,%2020%20May%202016%2005:50:04%20GMT	http://museopedrodeosma.org/ckfinder/userfiles/files/inicial%20Post%20visita(1).pdf	/home/merunga/websites/museopedrodeosma/museopedrodeosma.org/ckfinder/userfiles/files/inicial%20Post%20visita(1).33.delayed	(from http://museopedrodeosma.org/en/recursos/)
01:19:41	2330/2330	------	200	untouched ('')	text/xml	date:Fri,%2020%20May%202016%2005:49:53%20GMT	http://museopedrodeosma.org/en/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fmuseopedrodeosma.org%2Fen%2Ffamilias%2F&format=xml	/home/merunga/websites/museopedrodeosma/museopedrodeosma.org/en/wp-json/oembed/1.0/embedbd54	(from http://museopedrodeosma.org/en/familias/)
01:19:41	0/0	------	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2020%20May%202016%2005:49:54%20GMT	http://museopedrodeosma.org/es/familias/	/home/merunga/websites/museopedrodeosma/museopedrodeosma.org/es/familias/index.html	(from http://museopedrodeosma.org/en/familias/)
01:19:41	0/0	------	301	error ('Moved%20Permanently')	text/html	date:Fri,%2020%20May%202016%2005:49:55%20GMT	http://museopedrodeosma.org/en/?p=1329	/home/merunga/websites/museopedrodeosma/museopedrodeosma.org/en/indexd944.html	(from http://museopedrodeosma.org/en/adulto-mayor/)
01:19:41	2283/2283	------	200	untouched ('')	application/json	date:Fri,%2020%20May%202016%2005:49:54%20GMT	http://museopedrodeosma.org/en/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fmuseopedrodeosma.org%2Fen%2Fadulto-mayor%2F	/home/merunga/websites/museopedrodeosma/museopedrodeosma.org/en/wp-json/oembed/1.0/embed4704.json	(from http://museopedrodeosma.org/en/adulto-mayor/)
01:19:41	156/156	------	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2020%20May%202016%2005:50:07%20GMT	http://museopedrodeosma.org/es/ckfinder/userfiles/files/Previsita%20primaria-Creando%20s%c3%admbolos%20-%20FINAL.pdf	/home/merunga/websites/museopedrodeosma/museopedrodeosma.org/es/ckfinder/userfiles/files/Previsita%20primaria-Creando%20s%c3%admbolos%20-%20FINAL.34.delayed	(from http://museopedrodeosma.org/en/recursos/)
01:19:41	2348/2348	------	200	untouched ('')	text/xml	date:Fri,%2020%20May%202016%2005:49:56%20GMT	http://museopedrodeosma.org/en/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fmuseopedrodeosma.org%2Fen%2Fadulto-mayor%2F&format=xml	/home/merunga/websites/museopedrodeosma/museopedrodeosma.org/en/wp-json/oembed/1.0/embed5412	(from http://museopedrodeosma.org/en/adulto-mayor/)
01:19:41	0/0	------	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2020%20May%202016%2005:49:57%20GMT	http://museopedrodeosma.org/es/adulto-mayor/	/home/merunga/websites/museopedrodeosma/museopedrodeosma.org/es/adulto-mayor/index.html	(from http://museopedrodeosma.org/en/adulto-mayor/)
01:19:41	0/0	------	301	error ('Moved%20Permanently')	text/html	date:Fri,%2020%20May%202016%2005:49:58%20GMT	http://museopedrodeosma.org/en/?p=1337	/home/merunga/websites/museopedrodeosma/museopedrodeosma.org/en/indexcfab.html	(from http://museopedrodeosma.org/en/recursos/)
01:19:41	2298/2298	------	200	untouched ('')	application/json	date:Fri,%2020%20May%202016%2005:49:57%20GMT	http://museopedrodeosma.org/en/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fmuseopedrodeosma.org%2Fen%2Frecursos%2F	/home/merunga/websites/museopedrodeosma/museopedrodeosma.org/en/wp-json/oembed/1.0/embed9311.json	(from http://museopedrodeosma.org/en/recursos/)
01:19:41	39365/39365	------	404	error ('Not%20Found')	text/html	date:Fri,%2020%20May%202016%2005:50:08%20GMT	http://museopedrodeosma.org/ckfinder/userfiles/files/Previsita%20primaria-Creando%20s%c3%admbolos%20-%20FINAL.pdf	/home/merunga/websites/museopedrodeosma/museopedrodeosma.org/ckfinder/userfiles/files/Previsita%20primaria-Creando%20s%c3%admbolos%20-%20FINAL.35.delayed	(from http://museopedrodeosma.org/en/recursos/)
01:19:41	2356/2356	------	200	untouched ('')	text/xml	date:Fri,%2020%20May%202016%2005:49:58%20GMT	http://museopedrodeosma.org/en/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fmuseopedrodeosma.org%2Fen%2Frecursos%2F&format=xml	/home/merunga/websites/museopedrodeosma/museopedrodeosma.org/en/wp-json/oembed/1.0/embedc0cb	(from http://museopedrodeosma.org/en/recursos/)
